X,Y
-8.919639879959988,-139.8042898841163
-8.912970990330109,-136.41162190044543
-8.906302100700234,-168.64503625200393
-8.899633211070357,-149.85181656089904
-8.89296432144048,-122.41860507062798
-8.886295431810604,-124.50435853147249
-8.879626542180727,-115.6456431328991
-8.87295765255085,-168.82389447961162
-8.866288762920973,-117.91218967086273
-8.859619873291097,-139.34173648707224
-8.85295098366122,-128.62593701989405
-8.846282094031343,-103.05040807408271
-8.839613204401466,-135.42106146490914
-8.832944314771591,-117.0441294071311
-8.826275425141715,-145.9098918926071
-8.819606535511838,-186.90204272544693
-8.812937645881961,-118.95631788394635
-8.806268756252084,-128.69532369062435
-8.799599866622208,-150.7320842359665
-8.79293097699233,-106.04055081034053
-8.786262087362454,-116.82731877424393
-8.779593197732577,-133.63943793131938
-8.7729243081027,-134.16820230189825
-8.766255418472824,-129.32331223160122
-8.759586528842949,-130.21244691678217
-8.75291763921307,-105.9745585343648
-8.746248749583195,-173.80707586188976
-8.739579859953318,-73.18231366919491
-8.732910970323442,-134.41745424599134
-8.726242080693565,-112.28296698690733
-8.719573191063688,-98.37754409460291
-8.712904301433811,-158.7628126210081
-8.706235411803934,-143.5756429194639
-8.699566522174058,-170.51039702442102
-8.692897632544181,-131.7932832484161
-8.686228742914304,-117.79496223472165
-8.679559853284427,-126.50095137642083
-8.672890963654552,-143.01399380343358
-8.666222074024676,-143.87476811642753
-8.659553184394799,-122.4213116055681
-8.652884294764922,-141.3506911948768
-8.646215405135045,-124.22107588582551
-8.639546515505169,-125.73626231686215
-8.632877625875292,-114.9656298737472
-8.626208736245415,-138.62797472330834
-8.619539846615538,-110.78374378637754
-8.612870956985661,-134.88154948658072
-8.606202067355785,-146.3531406382116
-8.599533177725908,-142.63748114229247
-8.592864288096031,-133.26036124300649
-8.586195398466156,-112.65445107883622
-8.57952650883628,-114.63448348152971
-8.572857619206403,-138.00399342994308
-8.566188729576526,-149.9162059693383
-8.559519839946649,-108.5390843708929
-8.552850950316772,-116.24678624553471
-8.546182060686895,-114.5714861254021
-8.539513171057019,-121.21660596248411
-8.532844281427142,-104.34060192561539
-8.526175391797265,-101.23783327572473
-8.519506502167388,-122.76782746381112
-8.512837612537513,-102.39571609489587
-8.506168722907637,-152.30000410019727
-8.49949983327776,-114.08297777981205
-8.492830943647883,-130.546534961845
-8.486162054018006,-122.89943774589352
-8.47949316438813,-109.25875645372793
-8.472824274758253,-146.11627955935407
-8.466155385128376,-118.69921826426304
-8.4594864954985,-142.14127913064894
-8.452817605868622,-139.7956720387531
-8.446148716238746,-125.92263115213879
-8.439479826608869,-124.5022666468682
-8.432810936978992,-90.53309191272496
-8.426142047349117,-129.2505654431378
-8.41947315771924,-101.6959825467128
-8.412804268089364,-130.72290892462206
-8.406135378459487,-119.3264698982925
-8.39946648882961,-79.8843153625941
-8.392797599199733,-114.5504645016174
-8.386128709569856,-110.85204577703189
-8.37945981993998,-96.26048975016569
-8.372790930310103,-96.23922851865942
-8.366122040680226,-145.8051424364535
-8.35945315105035,-127.08177651698824
-8.352784261420474,-117.54220300855782
-8.346115371790598,-147.69254780772096
-8.33944648216072,-121.2420066180794
-8.332777592530844,-108.2146511442049
-8.326108702900967,-127.68052981253642
-8.31943981327109,-103.4499576035016
-8.312770923641214,-75.45664506039823
-8.306102034011337,-114.37711622928202
-8.29943314438146,-104.12894497694275
-8.292764254751583,-102.48127526915684
-8.286095365121707,-108.01966645876533
-8.27942647549183,-137.47199445856492
-8.272757585861953,-125.8813589894734
-8.266088696232078,-135.30259076362725
-8.259419806602201,-123.7833028204409
-8.252750916972325,-84.2092521037045
-8.246082027342448,-73.9946439298266
-8.239413137712571,-113.09234299655101
-8.232744248082694,-93.769554170645
-8.226075358452817,-87.56461432628774
-8.21940646882294,-80.31082329783459
-8.212737579193064,-90.97508912040266
-8.206068689563187,-107.67185954645485
-8.19939979993331,-98.27140300384482
-8.192730910303435,-113.32455721249634
-8.186062020673559,-104.3174698784732
-8.179393131043682,-95.46447059148804
-8.172724241413805,-127.47008437137251
-8.166055351783928,-115.74323067658665
-8.159386462154052,-167.45330650497223
-8.152717572524175,-92.59297224245745
-8.146048682894298,-102.91037633459689
-8.139379793264421,-92.96458159119865
-8.132710903634544,-94.59926771447395
-8.126042014004668,-92.77427814737952
-8.11937312437479,-98.86402838581981
-8.112704234744914,-93.32837943330134
-8.106035345115039,-85.93172089718142
-8.099366455485162,-92.68424275027495
-8.092697565855286,-92.47629513895006
-8.086028676225409,-84.56621045290761
-8.079359786595532,-99.16079064803928
-8.072690896965655,-103.52075132198371
-8.066022007335778,-98.96281038684768
-8.059353117705902,-78.69791099119973
-8.052684228076025,-66.66173785726126
-8.046015338446148,-131.42826921650285
-8.039346448816271,-109.82801625939736
-8.032677559186396,-87.44557737420368
-8.02600866955652,-93.99557648619881
-8.019339779926643,-71.34376285597254
-8.012670890296766,-115.83678749148294
-8.00600200066689,-106.60254057434163
-7.9993331110370125,-100.49040249422325
-7.992664221407136,-112.05019299624244
-7.985995331777259,-90.73432672145584
-7.979326442147382,-82.55257348183179
-7.972657552517505,-101.14471439121459
-7.965988662887629,-64.026504616192
-7.959319773257753,-79.17557835387987
-7.952650883627876,-132.8861809522137
-7.945981993997999,-81.70479083574695
-7.939313104368123,-93.7651355779582
-7.9326442147382465,-78.77935955353786
-7.92597532510837,-102.16144086511339
-7.919306435478493,-90.09846524976786
-7.912637545848616,-99.46669332856777
-7.9059686562187395,-105.79700487727004
-7.899299766588863,-95.20895403182594
-7.892630876958986,-76.10905375177879
-7.885961987329109,-107.39045042848943
-7.879293097699233,-134.2161203510891
-7.8726242080693565,-113.14281149489663
-7.86595531843948,-110.77676687983083
-7.859286428809604,-95.77941979364758
-7.852617539179727,-85.3045649327469
-7.84594864954985,-77.83876964401357
-7.8392797599199735,-85.0366186153652
-7.832610870290097,-88.25112537076308
-7.82594198066022,-91.74934384923692
-7.819273091030343,-107.61831476310216
-7.812604201400466,-80.13038714344569
-7.80593531177059,-118.59236986736941
-7.799266422140714,-104.3564130006038
-7.792597532510837,-94.79226259736579
-7.78592864288096,-72.98596827296957
-7.779259753251084,-128.69533357449794
-7.7725908636212075,-134.46968496595676
-7.765921973991331,-97.91001508351702
-7.759253084361454,-97.5732848486859
-7.752584194731577,-82.54231221694566
-7.7459153051017005,-80.37648579685232
-7.739246415471824,-90.94757187160576
-7.732577525841947,-89.67512539850225
-7.72590863621207,-135.2896273685456
-7.719239746582194,-80.83002663625382
-7.7125708569523175,-121.15838836849653
-7.705901967322441,-79.44225612555576
-7.699233077692565,-92.98945648545714
-7.692564188062688,-128.0940193086044
-7.685895298432811,-85.02644639421834
-7.6792264088029345,-89.25601390384509
-7.672557519173058,-57.253338331643334
-7.665888629543181,-77.96272668654329
-7.659219739913304,-65.96387560025201
-7.652550850283427,-96.48757024691885
-7.645881960653551,-59.17616008950174
-7.639213071023675,-79.77444900029346
-7.632544181393798,-89.77816528725695
-7.625875291763921,-88.66718981800966
-7.619206402134045,-111.56047604724857
-7.6125375125041685,-80.28275725093135
-7.605868622874292,-23.796906466506364
-7.599199733244415,-64.48473884568429
-7.592530843614538,-82.55771197217354
-7.5858619539846615,-61.58083773314091
-7.579193064354785,-85.89895277468074
-7.572524174724908,-82.18092640403457
-7.565855285095031,-110.66016543588259
-7.559186395465155,-117.8690402390583
-7.5525175058352785,-96.19074923758576
-7.545848616205402,-93.41905587242275
-7.539179726575526,-92.38468471173378
-7.532510836945649,-63.80306010129151
-7.525841947315772,-137.51754237871776
-7.5191730576858955,-76.07133665942345
-7.512504168056019,-137.39729409516744
-7.505835278426142,-99.01788197337365
-7.499166388796265,-77.97664784060755
-7.492497499166388,-63.68313357798427
-7.485828609536512,-83.72283910171568
-7.479159719906636,-83.5613586328557
-7.472490830276759,-103.13292480387979
-7.465821940646882,-86.38922195948923
-7.459153051017006,-55.80443504047683
-7.4524841613871295,-67.2294323658625
-7.445815271757253,-112.98673340457654
-7.439146382127376,-93.68897244102868
-7.432477492497499,-89.2136234722908
-7.4258086028676225,-55.65818485695318
-7.419139713237746,-74.04341622352653
-7.412470823607869,-81.20307585221795
-7.405801933977992,-45.75533910994995
-7.399133044348115,-122.20295530009528
-7.3924641547182395,-107.67862387134045
-7.385795265088363,-98.12868065191866
-7.379126375458486,-102.38968102760919
-7.37245748582861,-78.3859706124407
-7.365788596198733,-65.02466443882955
-7.3591197065688565,-98.45149850822793
-7.35245081693898,-72.653283632381
-7.345781927309103,-60.182582910522086
-7.339113037679226,-78.10124706298095
-7.332444148049349,-97.68207810231439
-7.325775258419473,-73.60360603049801
-7.319106368789596,-84.98520767897085
-7.31243747915972,-84.75681467742652
-7.305768589529843,-75.64428532724062
-7.299099699899966,-71.03750465326985
-7.2924308102700905,-65.04781367481229
-7.285761920640214,-46.5919285805483
-7.279093031010337,-52.578866336084616
-7.27242414138046,-100.32920535063292
-7.2657552517505835,-53.31595177700632
-7.259086362120707,-64.34905959419689
-7.25241747249083,-111.79610613828748
-7.245748582860953,-50.845354322004376
-7.239079693231076,-48.88420457396701
-7.2324108036012005,-69.48223636496732
-7.225741913971324,-62.77407713461929
-7.219073024341447,-85.72675509873383
-7.212404134711571,-70.21415643670494
-7.205735245081694,-91.11192171146078
-7.1990663554518175,-74.96512048865873
-7.192397465821941,-52.655554639835586
-7.185728576192064,-84.06996059650785
-7.179059686562187,-104.13451196089756
-7.17239079693231,-49.06935695642184
-7.165721907302434,-78.0446794704992
-7.159053017672557,-77.09998395837219
-7.152384128042681,-54.30291312486105
-7.145715238412804,-80.56089160765457
-7.139046348782927,-71.90358162059397
-7.1323774591530515,-96.42460143839538
-7.125708569523175,-79.8285955056475
-7.119039679893298,-64.39613844558212
-7.112370790263421,-94.08181390572165
-7.1057019006335445,-88.8960062469822
-7.099033011003668,-54.27539241028595
-7.092364121373791,-68.71327420700932
-7.085695231743914,-81.13389130738227
-7.079026342114037,-45.81505789812656
-7.0723574524841615,-91.0849652528087
-7.065688562854285,-97.2709277510376
-7.059019673224408,-90.49793489820183
-7.052350783594532,-77.48905927447353
-7.045681893964655,-47.89797305227296
-7.0390130043347785,-57.125151213156734
-7.032344114704902,-64.75661696460892
-7.025675225075025,-69.07395688475272
-7.019006335445148,-34.18395410464113
-7.012337445815271,-61.743687614150446
-7.005668556185395,-58.112311427168535
-6.998999666555518,-78.60875743680617
-6.992330776925642,-53.904314300068386
-6.985661887295765,-77.99115394805996
-6.978992997665888,-59.122427617962494
-6.9723241080360125,-128.80579699916856
-6.965655218406136,-45.66782719748007
-6.958986328776259,-45.132605690355824
-6.952317439146382,-46.325433884811225
-6.9456485495165055,-55.554307817289576
-6.938979659886629,-48.91440163256728
-6.932310770256752,-95.28623346433142
-6.925641880626875,-40.06039097231338
-6.918972990996998,-56.82272541409817
-6.9123041013671225,-82.88805299493018
-6.905635211737246,-78.14372536195903
-6.898966322107369,-73.6692590304998
-6.892297432477493,-75.30723428164093
-6.885628542847616,-70.74368151937995
-6.8789596532177395,-66.52549267675083
-6.872290763587863,-66.6181383055835
-6.865621873957986,-85.96310211448004
-6.858952984328109,-57.848882393907815
-6.852284094698232,-35.866676397428144
-6.845615205068356,-49.16474311053379
-6.838946315438479,-84.44804476243422
-6.832277425808603,-60.02260014874213
-6.825608536178726,-41.55173813735786
-6.818939646548849,-81.5209722445006
-6.8122707569189735,-55.67237149588598
-6.805601867289097,-68.82893880396949
-6.79893297765922,-80.12278786487245
-6.792264088029343,-81.56193430481628
-6.7855951983994665,-44.8102014623217
-6.77892630876959,-53.274786682146576
-6.772257419139713,-53.816688108462785
-6.765588529509836,-59.06939213464027
-6.758919639879959,-57.258260032164756
-6.7522507502500835,-71.19062235122468
-6.745581860620207,-90.2146039597018
-6.73891297099033,-54.44404376588572
-6.732244081360454,-75.6350336053905
-6.725575191730577,-49.796605854843364
-6.7189063021007005,-54.058472380047185
-6.712237412470824,-53.259375356572846
-6.705568522840947,-44.12433924776991
-6.69889963321107,-67.4552529047368
-6.692230743581193,-77.75511101093629
-6.685561853951317,-63.360097201081366
-6.67889296432144,-65.21796630533754
-6.672224074691564,-69.36083893572211
-6.665555185061687,-55.67521007648112
-6.65888629543181,-53.490035701567066
-6.6522174058019345,-40.36313064247962
-6.645548516172058,-68.87150447458535
-6.638879626542181,-61.4723419375965
-6.632210736912304,-66.69447913180932
-6.6255418472824275,-35.56428678112986
-6.618872957652551,-29.14169993190729
-6.612204068022674,-99.51071312986167
-6.605535178392797,-61.890109679912264
-6.59886628876292,-27.379348291010267
-6.5921973991330445,-59.286903477447346
-6.585528509503168,-92.83706338673747
-6.578859619873291,-87.91224185297357
-6.572190730243415,-68.30992044118044
-6.565521840613538,-42.77855371003257
-6.5588529509836615,-78.08864117719054
-6.552184061353785,-21.353436668250353
-6.545515171723908,-100.44428650566769
-6.538846282094031,-59.636031606460435
-6.532177392464154,-16.257833033130616
-6.525508502834278,-96.1972077701148
-6.518839613204401,-65.08288142099205
-6.512170723574525,-53.917822265517664
-6.505501833944648,-58.712292408558255
-6.498832944314771,-46.458053494891374
-6.4921640546848955,-22.352272948545206
-6.485495165055019,-33.19550943363955
-6.478826275425142,-56.81925626857225
-6.472157385795265,-60.03360393913732
-6.4654884961653885,-111.00103299941864
-6.458819606535512,-58.57492876877467
-6.452150716905635,-10.485491762817034
-6.445481827275758,-79.71442994913383
-6.438812937645881,-50.60207702996527
-6.4321440480160055,-32.60988349495901
-6.425475158386129,-65.44653675030371
-6.418806268756252,-19.747439417649325
-6.412137379126376,-58.91287772422323
-6.405468489496499,-44.46372157783464
-6.3987995998666225,-67.87083061625779
-6.392130710236746,-50.16220789655053
-6.385461820606869,-60.273652636838996
-6.378792930976992,-60.52480577965684
-6.372124041347115,-32.08218569885539
-6.365455151717239,-48.47867850707195
-6.358786262087362,-50.32844511935322
-6.352117372457486,-95.33600494182849
-6.345448482827609,-41.85123135090487
-6.338779593197732,-68.99945828051183
-6.3321107035678565,-46.17880017518706
-6.32544181393798,-40.85300511536089
-6.318772924308103,-49.414219476369915
-6.312104034678226,-43.879863457246806
-6.3054351450483495,-36.62419266081653
-6.298766255418473,-48.136049744243834
-6.292097365788596,-53.39886137897945
-6.285428476158719,-28.94287684917635
-6.278759586528842,-67.3899638456376
-6.2720906968989665,-41.65474323355968
-6.26542180726909,-71.83346651325895
-6.258752917639213,-23.988169174615717
-6.252084028009337,-31.060870356371638
-6.24541513837946,-55.8187401373979
-6.2387462487495835,-57.223194174736086
-6.232077359119707,-55.89608421948935
-6.22540846948983,-47.17417680433543
-6.218739579859953,-48.61641158733376
-6.212070690230076,-30.39660798811866
-6.2054018006002,-35.420751688951874
-6.198732910970323,-62.40142818257371
-6.192064021340447,-57.93739349589486
-6.18539513171057,-40.41513572690421
-6.178726242080693,-37.713702667557875
-6.1720573524508175,-61.57794394671129
-6.165388462820941,-41.70499828090256
-6.158719573191064,-34.49447413190763
-6.152050683561187,-71.08813852846151
-6.1453817939313105,-18.25776523888466
-6.138712904301434,-41.54447083185849
-6.132044014671557,-35.380124988479665
-6.12537512504168,-52.86882576121135
-6.118706235411803,-34.910278440369595
-6.1120373457819275,-35.55663954443283
-6.105368456152051,-82.9092438734481
-6.098699566522174,-73.43600714226555
-6.092030676892298,-34.56045898243783
-6.085361787262421,-36.00451781404523
-6.0786928976325445,-47.49070413358862
-6.072024008002668,-23.954470773442885
-6.065355118372791,-59.790893265926655
-6.058686228742914,-34.82719419988475
-6.052017339113037,-57.8832130153716
-6.045348449483161,-58.36020340976364
-6.038679559853284,-55.46786804927285
-6.032010670223408,-49.212024714325416
-6.025341780593531,-65.4524568178636
-6.018672890963654,-27.20543224199765
-6.0120040013337785,-59.19195496176389
-6.005335111703902,-41.14425872763608
-5.998666222074025,-24.428409415144586
-5.991997332444148,-16.090035726552713
-5.9853284428142715,-59.156449467010106
-5.978659553184395,-50.32072966386727
-5.971990663554518,-10.93894567325789
-5.965321773924641,-37.16256702170703
-5.958652884294765,-38.19828041926327
-5.9519839946648885,-46.8365999150151
-5.945315105035012,-41.69020903887346
-5.938646215405135,-31.314079850957903
-5.931977325775258,-30.212903927149775
-5.925308436145381,-44.82757794191875
-5.9186395465155055,-19.14852151405575
-5.911970656885629,-49.69873009018133
-5.905301767255752,-53.614799839868056
-5.898632877625875,-49.4718825439397
-5.891963987995998,-58.05341904669964
-5.885295098366122,-28.382072814094457
-5.878626208736246,-38.011217107349346
-5.871957319106369,-63.54141119714907
-5.865288429476492,-50.13463911951661
-5.858619539846615,-26.419155853878518
-5.851950650216739,-55.533884944504265
-5.845281760586862,-40.735690272067124
-5.838612870956986,-20.66554803006195
-5.831943981327109,-58.061763055456375
-5.8252750916972325,-39.043774433116035
-5.818606202067356,-43.813700645335025
-5.811937312437479,-50.899118322011624
-5.805268422807602,-39.72381386287576
-5.798599533177726,-62.982920113735844
-5.7919306435478495,-48.642757086460904
-5.785261753917973,-53.43977223215401
-5.778592864288096,-38.36047592609411
-5.771923974658219,-49.4513543380745
-5.765255085028342,-18.059291338446574
-5.7585861953984665,-22.091149545169444
-5.75191730576859,-17.566596326060772
-5.745248416138713,-28.016751174218356
-5.738579526508836,-38.4784373447923
-5.731910636878959,-43.31906308870186
-5.725241747249083,-28.506729555091948
-5.718572857619207,-54.180166249947874
-5.71190396798933,-57.755714162969554
-5.705235078359453,-61.36323787163502
-5.698566188729576,-29.583216444098788
-5.6918972990997,-50.85238672752137
-5.685228409469823,-28.412679516082516
-5.678559519839947,-19.503479932623364
-5.67189063021007,-39.244794481967425
-5.6652217405801935,-44.3183528169432
-5.658552850950317,-42.33292915760039
-5.65188396132044,-68.08886281668427
-5.645215071690563,-21.112814526591563
-5.638546182060687,-44.12886832309864
-5.6318772924308105,-40.24863694977486
-5.625208402800934,-53.67111301404071
-5.618539513171057,-46.072083691794894
-5.61187062354118,-32.54592816072487
-5.605201733911303,-17.21489207892825
-5.5985328442814275,-12.466378602579976
-5.591863954651551,-33.07634868260998
-5.585195065021674,-92.84432363483776
-5.578526175391797,-3.4894127174096496
-5.57185728576192,-30.936914373745243
-5.565188396132044,-31.46032180223906
-5.558519506502168,-37.06227281240585
-5.551850616872291,-69.15894872782827
-5.545181727242414,-58.42455062580785
-5.538512837612537,-13.358098036667258
-5.531843947982661,-37.141912114452445
-5.525175058352784,-12.387039364943348
-5.518506168722908,-37.51885092813888
-5.511837279093031,-99.40209227495266
-5.5051683894631545,-55.792720093853674
-5.498499499833278,-3.775825911677373
-5.491830610203401,-11.868914984843801
-5.485161720573524,-24.592237223103197
-5.478492830943648,-30.147315783944244
-5.4718239413137715,-64.06595253629573
-5.465155051683895,-54.86457857254574
-5.458486162054018,-24.82440511346832
-5.451817272424141,-47.80316024094794
-5.445148382794264,-25.912297247672207
-5.4384794931643885,-49.713908960946256
-5.431810603534512,-46.02021699040417
-5.425141713904635,-33.84392617890278
-5.418472824274758,-50.8915515254645
-5.411803934644881,-56.82065492289804
-5.405135045015005,7.024240447742848
-5.398466155385129,-56.48293238012586
-5.391797265755252,-51.07330312745777
-5.385128376125375,-6.229371062108321
-5.378459486495498,-16.046263092187647
-5.371790596865622,-35.61946932715555
-5.365121707235745,-45.83010620563908
-5.358452817605869,-22.23680891471314
-5.351783927975992,-35.411222655333745
-5.3451150383461155,-14.75876625642169
-5.338446148716239,-34.9127319456467
-5.331777259086362,-28.820649750053907
-5.325108369456485,-31.01783351153162
-5.318439479826609,-28.38186640067389
-5.3117705901967325,-44.400732965536015
-5.305101700566856,-9.732254154108311
-5.298432810936979,-25.829897781949725
-5.291763921307102,-28.550266318529776
-5.285095031677225,-21.65512169021882
-5.2784261420473495,-69.41229114864558
-5.271757252417473,-35.55982716611599
-5.265088362787596,-42.32772593870064
-5.258419473157719,-21.885497025020868
-5.251750583527842,-29.92886664026954
-5.245081693897966,-50.766351560605216
-5.23841280426809,-48.987854337689754
-5.231743914638213,-40.39153651298734
-5.225075025008336,-62.73785618040998
-5.218406135378459,-15.445169322729704
-5.211737245748583,-33.420557257442944
-5.205068356118706,-44.212851033863245
-5.19839946648883,-10.117928097460613
-5.191730576858953,-7.174596095513582
-5.1850616872290765,-29.207577074452118
-5.1783927975992,-4.217166993262779
-5.171723907969323,-36.34669743858844
-5.165055018339446,-21.199095023998566
-5.15838612870957,-50.838227002012225
-5.1517172390796935,-55.36999183540967
-5.145048349449817,-43.239659244518876
-5.13837945981994,-69.29378823664872
-5.131710570190063,-28.551035569722984
-5.125041680560186,11.186118131556775
-5.1183727909303105,-23.37399209841737
-5.111703901300434,-21.42251056534719
-5.105035011670557,-64.00467108653282
-5.09836612204068,-46.40186625568778
-5.091697232410803,-80.53896620389429
-5.085028342780927,-48.802615904098516
-5.078359453151051,-15.060469419152415
-5.071690563521174,10.816675776596838
-5.065021673891297,-52.942429582217244
-5.05835278426142,-51.29174845087894
-5.051683894631544,-34.398653182443155
-5.045015005001667,-37.50224375584851
-5.038346115371791,-15.564202080048105
-5.031677225741914,-33.07738334114828
-5.0250083361120375,-29.09464231218761
-5.018339446482161,-11.092374361277962
-5.011670556852284,-15.200217332945309
-5.005001667222407,-60.49950510976448
-4.998332777592531,-33.060575579058764
-4.9916638879626545,3.805749667365788
-4.984994998332778,-39.36252024047023
-4.978326108702901,-19.38147147687249
-4.971657219073024,-10.206083838748082
-4.964988329443147,-20.352191210335924
-4.9583194398132715,-40.52696457715845
-4.951650550183395,-21.09637434869291
-4.944981660553518,-49.099934035407195
-4.938312770923641,-24.94679977092555
-4.931643881293764,-3.1194171284196273
-4.924974991663888,-18.179912065937838
-4.918306102034012,-24.67453714484835
-4.911637212404135,12.387008494335554
-4.904968322774258,-41.51227708502939
-4.898299433144381,-26.12919512248339
-4.891630543514505,-48.5040233784604
-4.884961653884628,-45.84305376634596
-4.878292764254752,-45.45419511256462
-4.871623874624875,-35.1757486019318
-4.8649549849949985,12.423599217441126
-4.858286095365122,-15.146726417430136
-4.851617205735245,-14.786695448423636
-4.844948316105368,-1.146045316129122
